primary_genre,title,origin,genres,director,main_character,bechdel_passed,LGBTQ,Disability,Elderly,AI,Animal,plot,kwords,popularity
Mystery,Exhuma,['KR'],"['Mystery', 'Horror', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"불안한 초자연적 질병의 근원을 부유한 가족의 조상 무덤에서 추적한 후, 초자연적 전문가 팀은 유해를 다른 곳으로 옮기고, 곧 잘못된 무덤을 건드린 사람들에게 무슨 일이 일어나는지 알게 됩니다.","['의식', '관', '엑소시즘', '무덤', '저주', '무당', '장의사', '질병', '무덤', '신비주의', '유령', '무덤 파기', '조상', '괴로운', '샤머니즘', '한국의 일제 강점기', '악령', '괴로운']",10.1307
Action,Eye for an Eye 2,['CN'],"['Action', 'Drama']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,무술에 능한 맹인 검객 정샤쯔(셰먀오)는 우연히 가족의 몰락으로 고통받는 장샤오위(양은유)를 구해낸다. 고아인 샤오위의 설득에 정샤오는 마지못해 그를 곁에 두고 무술을 가르친다. 샤오위 역시 복수할 기회를 노린다.,[감탄하다],10.3803
Drama,Parthenope,['IT'],['Drama'],male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"1950년 나폴리 근처 바다에서 태어난 파르테노페는 아름답고, 신비로우며, 지적인 매력을 지녔습니다. 그녀는 많은 사람들에게 뻔뻔스럽게 구애를 받습니다. 하지만 아름다움에는 대가가 따릅니다.","['사이렌', '형제 자매 관계', '신화적']",9.945
Horror,MaXXXine,['US'],"['Horror', 'Thriller']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1980년대 할리우드, 성인 영화 배우이자 배우 지망생인 맥신 밍스는 마침내 큰 성공을 거두었습니다. 하지만 정체불명의 살인범이 할리우드 스타들을 쫓는 가운데, 핏자국이 그녀의 불길한 과거를 드러낼 위기에 처합니다.","['포르노그래피', '고어', '시퀄', '살인', '명성', '슬래셔', '할리우드', '추리물', '로스앤젤레스, 캘리포니아', '비디오 스토어', '공포 영화 제작', '스타덤', '살인 미스터리', '1980년대', '음울한', '영화 제작', '텔레반젤리스트', '영화 속 영화', '야심 찬 여배우', '파스티슈', '사탄 공포증', '나이트 스토커', '아버지와 딸의 소원함', '종교적 트라우마', '긴장감 넘치는', '미스터리', '강렬한', '흥분된', '비판적인']",9.6701
Action,Twilight of the Warriors: Walled In,['HK'],"['Action', 'Crime', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"1980년대 홍콩, 본토에서 온 난민 청년 찬록권은 구룡성채에서 지하 조직에 가담하며 살아남기 위해 고군분투합니다. 위조 신분증을 사려다 범죄 조직 보스 미스터 빅에게 배신당한 그는 마약을 훔쳐 구룡성채로 피신하고, 그곳에서 자비로우면서도 권위적인 범죄 조직 두목 사이클론을 만납니다.","['무술', '쿵푸', '만화 원작', '터무니없는', '만화 원작']",9.9347
Action,Prey,['US'],"['Action', 'Thriller', 'Horror']",unknown,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"한 젊은 부부가 극단주의 무장단체의 죽음 위협을 받고 칼라하리 사막에 있는 기독교 선교지를 떠나야 했습니다. 비행기가 추락한 후, 그들은 생존을 위해 인간과 짐승과 싸워야 했습니다.","['선교사', '비행기 추락사고']",10.1239
Action,OVERLORD: The Sacred Kingdom,['JP'],"['Action', 'Adventure', 'Animation', 'Fantasy']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"12년 동안 가장 좋아하는 MMORPG 게임을 플레이한 후, 모몬가는 마지막으로 로그인했지만 자신이 무한정 게임을 플레이하는 세계로 이동한 것을 알게 됩니다. 그의 모험 내내 그의 아바타는 마법사 왕 아인스 울 고운이라는 칭호를 얻습니다. 한때 번영했지만 지금은 멸망 직전인 신성 왕국은 이웃의 침략으로부터 보호하는 거대한 벽을 건설한 후 수년간 평화를 누렸습니다. 그러나 어느 날 악마 황제 잘다바오트가 사악한 데미휴먼 군대를 이끌고 도착하면서 이러한 평화는 끝납니다. 자국의 침략을 두려워한 이웃 영토인 슬레인 신권정치는 마법사 왕국의 적에게 도움을 요청해야 합니다. 이 부름에 응한 모몬가는 이제 마법사 왕 아인스 울 고운으로 알려져 마법사 왕국과 언데드 군대를 규합하여 신성 왕국과 슬레인 신권정치와 함께 악마 황제를 물리치기 위한 싸움에 합류합니다.","['마법', '애니메이션', '이세계', '라이트 노벨 원작', 'vrmmo']",9.9412
Thriller,Trap,['US'],"['Thriller', 'Mystery', 'Horror']",male,male,,FALSE,TRUE,FALSE,FALSE,FALSE,"아버지와 십대 딸이 팝 콘서트에 참석하고, 그곳에서 그들은 어둡고 불길한 사건의 중심에 서 있다는 것을 깨닫습니다.","['콘서트', '필라델피아, 펜실베이니아', '이중생활', '탈출', 'SWAT', '팝스타', '아버지', '리무진', '유명인', '함정', '연쇄 살인범', '강박 장애(OCD)', '갇힌', '정신 질환', '함정 작전', '대혼란', '부녀 관계', '줄거리 반전']",10.8924
Horror,Z Zone,['MN'],['Horror'],unknown,unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,"세상의 외딴 구석, 문제아 청년들이 일련의 비행으로 의문의 군사 기지로 끌려갑니다. 엄중한 질책만 기대했던 그들은 비밀과 그림자의 세계로 내던져집니다. 자유를 향한 필사적인 노력 속에서, 그들은 기지의 미스터리를 풀고 그림자 속에 도사리고 있는 사악한 세력에 맞서야 합니다. 하지만 시간이 촉박하고 곳곳에 위험이 도사리고 있는 상황에서, 생존 가능성은 시시각각 희박해집니다. 용기, 힘, 그리고 희생을 통해, 그들은 마침내 기지의 손아귀에서 벗어나 어둠 속에서 빛으로 나올 수 있을까요?",['사실'],13.8846
Horror,Here After,['IT'],"['Horror', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"한 어머니는 십 대 딸이 임사체험을 한 후 점점 더 불안한 행동을 보이자, 그 딸이 저승에서 사악한 것을 가져왔다고 확신하게 됩니다.",[],9.3296
Animation,Look Back,['JP'],"['Animation', 'Drama']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"인기 많고 활달한 후지노는 학급 신문에 재미있는 만화를 실어 반 친구들의 칭찬을 받습니다. 어느 날, 선생님은 후지노에게 은둔형 외톨이 쿄모토와 함께 공간을 쓰자고 합니다. 쿄모토의 아름다운 그림은 후지노의 경쟁심을 자극합니다. 질투로 시작된 관계는 후지노가 그림에 대한 두 사람의 열정을 깨닫고 변화합니다.","['우정', '친구', '일상', '학교', '만화 원작', '소년', '애니메이션', '만화가', '만화가', '비극적']",9.5207
Animation,BLUE LOCK THE MOVIE -EPISODE NAGI-,['JP'],"['Animation', 'Action', 'Drama']",male,male,,TRUE,FALSE,FALSE,FALSE,FALSE,"무관심한 게이머 나기가 부유한 반 친구 미카게와 함께 축구를 하기로 동의하면서 두 사람의 협력은 유명한 블루락 프로그램으로 이어지고, 그 과정에서 변화가 일어난다.","['브로맨스', '만화 기반', '애니메이션', '게이 암시']",9.1935
Romance,Through My Window 3: Looking at You,['ES'],"['Romance', 'Drama', 'Comedy']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"여름의 사건 이후, 아레스와 라켈은 관계의 나아갈 길을 찾지 못하고 각자의 길을 가기로 합니다. 하지만 겨울 바르셀로나에서 다시 만났을 때, 서로에 대한 사랑과 갈망은 부인할 수 없습니다. 과연 그들은 다시 만날 방법을 찾을 수 있을까요?","['소설이나 책을 바탕으로 한', '계급 차이', '십대 로맨스']",10.8893
Comedy,Ricky Stanicky,['US'],['Comedy'],male,male,,TRUE,FALSE,TRUE,FALSE,FALSE,"어린 시절 절친 세 명이 장난을 치다 실패하자, 곤경에서 벗어나기 위해 가상의 인물 리키 스태니키를 만들어냅니다. 20년이 지난 지금도, 세 사람은 존재하지도 않는 리키를 자신들의 미숙한 행동에 대한 간편한 알리바이로 삼습니다. 하지만 배우자와 동거인들이 의심을 품고 전설적인 스태니키 씨를 만나고 싶다고 하자, 세 사람은 한물간 배우이자 음탕한 유명인 사칭범을 고용하여 스태니키를 현실로 만들어냅니다.","['거짓말', '남자들의 우정', '대서양 도시', 'lgbt', '거짓말하는', '배우', '장난기 넘치는', '터무니없는', '유쾌한', '동정심 많은', '익살스러운']",10.2698
Horror,The First Omen,['US'],['Horror'],female,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"젊은 미국 여성이 교회에서 봉사하는 삶을 시작하기 위해 로마로 파견되었을 때, 그녀는 자신의 신앙에 의문을 품게 만드는 어둠에 직면하게 되고, 악의 화신을 탄생시키려는 무서운 음모를 밝혀냅니다.","['로마, 이탈리아', '수녀', '예언', '이탈리아', '1970년대', '사탄주의', '악마의 아들', '계시록', '적그리스도', '전편', '사제', '여주인공', '교회', '괴상한', '어둠의 비밀', '충격적인', '종교적 공포']",9.3542
Horror,Whisper of the Witch,['RU'],"['Horror', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,고대 이교도 정령 마라는 신체 일부를 떼어내 환생시키려는 십 대들을 사냥합니다. 환멸에 빠져 절망에 빠진 한 수사관은 십 대들을 구하기 위해 자신의 가장 깊은 두려움과 마주해야 합니다.,[],10.5245
Action,Aftermath,['US'],"['Action', 'Thriller']",male,male,,FALSE,TRUE,FALSE,FALSE,FALSE,"외상 후 스트레스 장애(PTSD)를 앓던 전쟁 참전 용사가 보스턴의 토빈 기념 다리에서 십대 여동생과 함께 갇히게 되는데, 무장한 전직 군인 혁명가 집단이 모든 사람을 인질로 잡습니다.",[],9.0335
Horror,Winnie-the-Pooh: Blood and Honey 2,['GB'],"['Horror', 'Thriller']",male,male,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"살인 사건 5개월 후, 크리스토퍼 로빈은 외상 후 스트레스 장애(PTSD)를 겪으며 평범한 삶을 유지하기 위해 고군분투합니다. 그러나 100에이커 숲 깊숙한 곳에서는 푸, 피글렛, 올빼미, 티거의 존재가 밝혀지면서 집과 삶이 위험에 처하게 되면서 파괴적인 분노가 커져 갑니다.","['돌연변이', '속편', '복수', '슬래셔', '어린이 책 원작', '정신병자 악당', '트라우마 어린 시절', '아동 유괴', '독립 영화', '곰돌이 푸', '엄격한', '공포', '피와 꿀']",10.3974
Comedy,A Real Pain,['US'],"['Comedy', 'Drama']",male,male,,FALSE,FALSE,TRUE,FALSE,FALSE,어울리지 않는 사촌 데이비드와 벤지가 사랑하는 할머니를 기리기 위해 폴란드 여행을 위해 재회한다. 하지만 두 사람의 오랜 갈등이 가족사를 배경으로 다시 불거지면서 모험은 전환점을 맞는다.,"['고통', '자살 시도', '홀로코스트(쇼아)', 'JFK 국제공항', '휴가', '슬픔', '유대계 미국인', '폴란드', '사촌 관계', '성찰', '드라마코미디', '대처 메커니즘', '유산', '유대인', '투어', '할머니의 죽음', '재치 있는', '우울한', '자비로운', '온화한']",9.3182
Horror,Operation Undead,['TH'],"['Horror', 'Action', 'Thriller', 'War']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"이 섬뜩한 서바이벌 호러 게임에서 경험이 부족한 태국 군인들이 점점 더 강력해지는 언데드의 위협에 맞서 싸웁니다. 인간을 괴물로 만드는 일본군의 실험이 봉쇄를 뚫고 나가고, 이 군인들은 조국을 멸망으로부터 구해야 합니다.",[],10.0749
Drama,Homestead,['US'],['Drama'],male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"로스앤젤레스에서 핵폭탄이 터지고, 미국은 전례 없는 혼란에 빠진다. 전직 그린베레 대원 제프 에릭슨과 그의 가족은 산속에 자리 잡은 독특한 준비자들의 요새, 홈스테드로 피신한다. 폭력적인 위협과 종말론적 상황이 국경을 향해 다가오자, 홈스테드 주민들은 다음과 같은 의문에 휩싸인다. 한 무리의 사람들이 인간 본성의 위험과 문 앞에서 벌어지는 유혈 사태에 얼마나 오래 저항할 수 있을까?","['소설이나 책 기반', '죄책감', '종말 이후의 미래', '불완전한 가족', '농장', '공동체 정신', '가족 역학', 'TV 파일럿', '기독교 영화', '독립 영화', '자기 구원']",8.9073
Animation,Watchmen: Chapter II,['US'],"['Animation', 'Mystery', 'Science Fiction', 'Action', 'Drama']",male,male,,FALSE,FALSE,TRUE,FALSE,FALSE,"옛 동료들을 얽어매는 사건들을 의심한 나이트 아울과 실크 스펙터는 은퇴 생활을 청산하고 수사에 나섭니다. 개인의 윤리, 내면의 악, 그리고 자신들에게 등을 돌린 사회와 씨름하는 동안, 그들은 시간과의 싸움을 벌이며 세계 핵전쟁을 촉발할지도 모르는 깊어지는 음모를 밝혀냅니다.","['핵전쟁', '비밀 신분', '은퇴', '만화 기반', '음모론', '대체 역사', '가면을 쓴 자경단원', '종말 시계', '1980년대']",9.1226
Crime,Juror #2,['US'],"['Crime', 'Drama']",male,male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,유명한 살인 사건 재판에서 배심원으로 활동하던 가장 저스틴 켐프는 심각한 도덕적 딜레마에 직면하게 됩니다. 그는 이 딜레마를 이용해 배심원의 평결을 조작하고 피고인 살인범을 유죄 판결하거나 석방할 수도 있습니다.,"['배심원 의무', '도덕적 딜레마', '살인 재판', '철학적', '법정 드라마']",9.8256
Horror,Late Night with the Devil,['US'],['Horror'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"1977년 심야 토크쇼 생중계가 끔찍한 사고로 이어지고, 이로 인해 국민의 거실에 악이 퍼졌습니다.","['뉴욕시', '1970년대', '할로윈', '빙의', '환각', '악마', '최면', '기괴한', '파운드 푸티지', '사탄 숭배', '충격적인', '아내의 죽음', '초심리학', '마술사', '심야 쇼', '초자연적 공포', '도발적인', '사탄 공포증', '모호한', '비난하는']",10.4223
Horror,Oddity,['IE'],"['Horror', 'Mystery']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"쌍둥이 자매가 잔혹하게 살해된 후, Darcy는 복수를 위해 유령이 나오는 물건을 도구로 사용하여 책임자들을 쫓습니다.","['마네킹', '초자연적', '살인', '가택 침입', '자매의 죽음', '투시력', '공격적', '이상함', '맹인 여성', '아일랜드 공포', '골동품 가게', '쌍둥이 자매', '잔인한', '영매']",9.411
Science Fiction,Megalopolis,['US'],"['Science Fiction', 'Drama']",male,male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"천재 예술가 세사르 카틸리나는 뉴 로마 시를 유토피아적이고 이상적인 미래로 도약시키려 하지만, 그의 야당인 프랭클린 시세로 시장은 탐욕, 특수 이익, 그리고 당파 간 갈등을 고착시키는 퇴행적인 현상 유지에 여전히 집착합니다. 두 사람 사이에서 갈등하는 사교계 명사이자 시장의 딸인 줄리아 시세로는 세사르에 대한 사랑으로 인해 자신의 충성심이 분열되었고, 인류가 진정으로 마땅히 누려야 할 것이 무엇인지 깨달아야 합니다.","[""새해 전야"", '서사시적', '불륜', '자살', '과부', '결혼 피로연', '디스토피아', '시장', '살인 미수', '건축가', '조작', '유혹', '위성', '유토피아', '정치인', '초현실주의', '폭동', '시간', '알코올 중독', '인종 간 관계', '재난', '여주인', '뇌졸중', '삼촌-조카 관계', '사촌 관계', '실존주의', '미래에 대한 희망', '암살 시도', '아내의 죽음', '재난 이후', '부유한 가정', '모녀 관계', '희망적', '비극적']",8.9703
Horror,Tarot,['US'],['Horror'],male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"친구들이 타로 카드의 신성한 규칙을 무모하게 어기면서, 자신도 모르게 저주받은 카드 속에 갇힌 형언할 수 없는 악이 풀려납니다. 그들은 하나씩 운명과 마주하고 죽음과의 싸움에 뛰어듭니다.","['타로 카드', '마술쇼', '운세', '운명', '친구 그룹', '점성술', '대학생', '마술사', '초자연적 공포', '별자리', '저주받은 물건', '십대 비명']",11.3069
Thriller,No Way Up,['GB'],"['Thriller', 'Horror', 'Action']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"서로 다른 배경을 가진 인물들이 타고 있던 비행기가 태평양에 추락하면서 한데 얽히게 됩니다. 공기 공급이 끊기고 사방에서 위험이 도사리고 있는 가운데, 악몽 같은 생존 경쟁이 시작됩니다.","['바다', '보디가드', '구조 임무', '어린 시절 트라우마', '상어', '비행기 여행', '상어들', '비행기 추락', '생존자', '우울한']",8.7052
Horror,Bagman,['US'],"['Horror', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"수 세기 동안 여러 문화권에서 부모들은 자녀들에게 전설적인 배그맨에 대해 경고해 왔습니다. 배그맨은 죄 없는 아이들을 납치하여 썩어가는 사악한 가방에 집어넣어 다시는 볼 수 없게 만듭니다. 패트릭 맥키는 어린 시절 그런 일을 당할 뻔했지만, 그로 인해 성인이 된 후에도 오랫동안 흉터를 남겼습니다. 이제 패트릭을 괴롭혔던 어린 시절의 악당이 돌아와 아내 카리나와 아들 제이크의 안전을 위협하고 있습니다.",[],8.9139
Action,Kill,['IN'],"['Action', 'Crime', 'Thriller', 'Drama']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"군 특공대원이 자신의 진정한 사랑이 그녀의 의지와 상관없이 약혼했다는 사실을 알게 되자, 그는 정략결혼을 방해하기 위한 대담한 모험을 감행하며 뉴델리행 열차에 탑승합니다. 하지만 칼을 휘두르는 강도단이 열차에 타고 있던 무고한 승객들을 위협하기 시작하자, 특공대는 그들을 하나하나 처리합니다.","['기차', '1인 군대', '관계', '기차 강도', '공격적인', '액션 영웅', '고옥탄']",8.6066
Action,Canary Black,"['GB', 'US']","['Action', 'Thriller', 'Crime']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,최고위 CIA 요원 에이버리 그레이브스는 납치된 남편을 구하기 위해 테러리스트들의 협박에 시달려 조국을 배신하게 됩니다. 팀과 단절된 그녀는 살아남기 위해 지하 세계의 연줄에 의지하고 납치범들이 원하는 정보를 찾아내는 데 힘을 보태게 됩니다.,"['중앙정보국(CIA)', '스파이 스릴러', '임상']",8.5116
Drama,Kaskasero,['PH'],['Drama'],unknown,female,,TRUE,FALSE,FALSE,FALSE,FALSE,재능 있는 정비사이자 운전사인 믹스는 좋아하는 고객 가비의 소개로 스트리트 카 레이싱의 세계에 발을 들이면서 빠르게 성공을 거둔다. 하지만 레이싱을 하면서 가비의 과거를 알게 된 믹스는 두 사람의 관계에 제동을 걸지도 모르는 성급한 결정을 내린다.,"['레즈비언 관계', 'lgbt', '레즈비언', '섹시']",9.5851
Fantasy,Cinderella's Revenge,['GB'],"['Fantasy', 'Horror']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,신데렐라는 요정 대모의 도움으로 사악한 계모에게서 자유를 얻습니다. 하지만 이번에는 피비린내 나는 복수 계획을 펼칩니다.,"['공주', '복수', '어두운 동화']",9.2968
Action,Weekend in Taipei,['FR'],"['Action', 'Adventure', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"전직 DEA 요원과 전직 잠복 요원이 타이베이에서 운명적인 주말을 보내며 로맨스를 다시 떠올리지만, 그들의 과거가 가져온 위험한 결과를 알지 못한다.",[],8.8042
Horror,"Sofia, the Possession",['ES'],['Horror'],unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"어머니가 일하시던 기숙학교 안에서 실종되셨어요. 위자보드를 통해 어머니를 찾아달라고 하셨어요. 제 이름은 소피아입니다. 저는 14살이고, 어머니의 시신을 찾기 위해 기숙학교에 입학할 예정입니다.",[],9.4575
Comedy,Un lío de millones,['ES'],['Comedy'],unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"시에라 데 마드리드의 한 마을에 사는 한 부부는 아이들이 집을 떠나면서 자신들을 잊었다고 생각합니다. 아이들을 되찾기 위해, 그들은 복권에 당첨되어 억만장자가 된 척합니다.",[],8.2432
Animation,Saving Bikini Bottom: The Sandy Cheeks Movie,['US'],"['Animation', 'Comedy', 'Adventure', 'Family']",female,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"비키니 바텀이 바다에서 건져 올려지자, 과학 다람쥐 샌디 치크스와 그녀의 친구 스폰지밥 네모바지는 텍사스로 가서 마을을 구한다.","['다람쥐', '텍사스', '로드 트립', '세이브 더 데이', 'TV 시리즈 기반', '비하적인']",8.5832
Action,Land of Bad,['AU'],"['Action', 'War', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"델타포스 특수작전 임무가 처참하게 실패하자, 공군 드론 조종사 리퍼는 48시간 안에 난장판으로 변해버린 상황을 수습해야 합니다. 무기도 없고, 상공의 드론 외에는 통신 수단도 없는 상황에서, 적에게 발각되면서 지상 임무는 순식간에 본격적인 전투로 변합니다.","['공군', '전투', '적진 뒤', '특수작전', '구출작전', '강렬한', '클리셰']",8.4903
Adventure,Dalia and the Red Book,"['AR', 'BR', 'EC', 'CO', 'PE', 'ES']","['Adventure', 'Drama', 'Fantasy', 'Animation']",unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"최근 세상을 떠난 유명 작가의 딸 달리아는 그의 책을 완성하는 유산을 물려받습니다. 이를 위해 달리아는 책의 일부가 되어, 책의 주제를 주인공으로 삼은 등장인물들과 마주하게 됩니다.",['생기'],8.5483
Drama,It Ends with Us,['US'],"['Drama', 'Romance']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"한 여자의 첫사랑이 갑자기 그녀의 삶에 다시 등장하면서, 매력적이지만 학대적인 신경외과 의사와의 관계가 뒤바뀌고, 그녀는 자신의 미래를 위해 불가능한 선택을 하기 위해 자신의 힘에 의지하는 법을 배워야 한다는 것을 깨닫습니다.","['소설이나 책을 바탕으로 한', '삼각관계', '학대하는 아버지', '트라우마', '꽃집', '가식', '플래시백', '사랑', '가정 폭력', '가정 폭력', '억압된 트라우마', '학대 관계', '각색', '로맨틱 드라마']",9.5004
Crime,Wolfs,['US'],"['Crime', 'Comedy', 'Action']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,유명 범죄를 은폐하라는 의뢰를 받은 한 해결사는 예상치 못한 상대방과 함께 일하게 되면서 밤이 걷잡을 수 없이 꼬여가는 것을 느낀다.,"['호텔 객실', '다크 코미디', '외로운 늑대', '마약', '버디 코미디', '해결사', '마약왕', '강렬한', '모호한', '거만한', '활기찬', '잘못된 일']",9.6574
Action,Kingdom 4: Return of the Great General,['JP'],"['Action', 'Adventure']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,전작 &#39;인명의 불꽃&#39;에서 신과 왕기가 이웃나라 조나라와 벌인 전면전 &#39;마양전투&#39;의 후속작이다.,[],8.941
Romance,Uranus 2324,['TH'],"['Romance', 'Drama', 'Science Fiction']",male,female,,TRUE,FALSE,FALSE,FALSE,FALSE,젊은 시절에 깊은 유대감을 갖고 비극으로 헤어진 우주인과 자유 잠수부는 다시 함께 하려고 공간과 시간의 법칙을 어긴다.,"['은하', '우주', '행성', '레즈비언', '여자의 사랑', '공상과학']",8.2026
,Squid Game: Fireplace,['KR'],[],unknown,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,프런트맨의 은신처에서 건배를 나눠보세요. 하지만 조심해서 들어가세요. 불장난을 하는 셈이니까요.,"['벽난로', '율 로그']",8.1995
Science Fiction,Atlas,['US'],"['Science Fiction', 'Action']",male,female,,FALSE,FALSE,FALSE,TRUE,FALSE,AI에 대한 깊은 불신을 품은 뛰어난 테러 대응 분석가는 배신한 로봇을 잡는 임무가 실패하면서 AI가 자신의 유일한 희망일지도 모른다는 사실을 깨닫는다.,"['임무', '인공지능(ai)', '탐험', '공격', '군인', '전투', '군대', '재미있음']",7.7565
Action,Argylle,['GB'],"['Action', 'Adventure', 'Comedy', 'Thriller']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"은둔형 작가 엘리 콘웨이의 가상 스파이 소설이 실제 스파이 조직의 은밀한 활동을 반영하기 시작하면서, 집에서 보내는 조용한 저녁은 옛말이 됩니다. 고양이 알피와 고양이 알레르기가 있는 스파이 에이단과 함께 엘리는 살인범보다 한 발 앞서기 위해 전 세계를 누비며 콘웨이의 가상 세계와 현실 세계의 경계가 모호해지기 시작합니다.","['고양이', '스파이', '비밀요원', '작가의 막힘', '작가', '소설가', '크레딧 후 스팅어', '비밀', '터무니없는', '클리셰']",8.0817
Fantasy,Ghostbusters: Frozen Empire,['US'],"['Fantasy', 'Adventure', 'Comedy']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"고대 유물이 발견되면서 사악한 세력이 풀려나자, 고스트버스터의 기존 멤버와 새로운 멤버들은 힘을 합쳐 집을 지키고 세상을 두 번째 빙하기로부터 구해야 합니다.","['뉴욕시', '초자연적', '고스트버스터', '시퀄', '십대 소녀', '유령', '크레딧 중 스팅어', '연구소', '사악한 힘', '장난기 넘치는', '고대 유물']",10.6978
Fantasy,Hellboy: The Crooked Man,['US'],"['Fantasy', 'Horror', 'Action']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"헬보이와 신입 BPRD 요원이 1950년대 애팔래치아 시골에 고립됩니다. 그곳에서 그들은 마녀들이 출몰하는 작은 마을을 발견하는데, 마을의 수장은 헬보이의 과거와 불길한 연관성을 가진 악마, &#39;비뚤어진 남자&#39;입니다.","['마녀', '거미', '만화 기반', '탄광', '1950년대']",7.9063
Action,Levels,['US'],"['Action', 'Science Fiction', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"한 남자가 여자친구의 살인을 목격한 후, 진실을 밝히기 위해 현실 그 자체를 포함한 모든 것을 걸게 됩니다.",[],7.8492
History,Maria,['US'],"['History', 'Drama', 'Music']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,세계 최고의 오페라 가수 마리아 칼라스는 1970년대 파리에서 생애의 마지막 날들을 보내며 자신의 정체성과 삶에 대해 고민합니다.,"['오페라', '파리, 프랑스', '1970년대', '초현실주의', '전기', '여주인공', '시대극', '오페라 가수']",7.684
Comedy,Vera and the Pleasure of Others,['AR'],"['Comedy', 'Drama']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"17세 소녀 베라는 배구와 학교를 오가며 평범한 십 대처럼 친구들과 즐거운 시간을 보냅니다. 겉보기에는 문제아처럼 보이지만, 그녀에게는 비밀스러운 취미가 있습니다. 바로 섹스 장소를 찾는 십 대들에게 빈 아파트를 익명으로 빌려주는 것입니다. 여러 부동산을 관리하는 엄마에게서 열쇠를 훔쳐 모든 것을 정리합니다. 십 대들은 몇 시간씩 아파트를 드나들며 베라를 그들의 구세주로 만듭니다. 이렇게 베라는 자신만의 새로운 세계를 열어갑니다. 투명 인간으로 살아가며, 닫힌 문 뒤에 숨어 다른 사람들의 쾌락에 귀 기울이는 동안 자신의 성적 욕망이 드러납니다.",[],8.1403
Romance,Upgraded,['US'],"['Romance', 'Comedy']",female,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"아나는 예술계에서 경력을 쌓고자 하는 야심 찬 인턴이지만, 까다로운 상사 클레어에게 좋은 인상을 남기려고 애쓰고 있습니다. 출장 중 일등석으로 승급된 그녀는 잘생긴 윌을 만나고, 아나는 자신의 상사인 척합니다. 하지만 선의의 거짓말은 화려한 사건, 로맨스, 그리고 기회의 연속을 촉발하지만, 결국 그녀의 거짓말이 수면 위로 떠오를 위기에 처합니다.","['뉴욕시', '런던, 영국', '착각', '인생의 꿈', '사랑에 빠지다', '일등석', '인턴', '우연한 만남', '여성 감독', '미술 경매', '형제자매와 함께 살다', '거짓말', '비행기 비행', '까다로운 상사', '다른 사람인 척하기']",7.5643
